gk,peng,ump,upah,cluster
4612,1403,230,163,2
4612,1268,230,163,2
4612,667,230,163,2
4612,2100,230,163,2
4688,1154,230,163,2
4688,260,230,163,2
4688,1952,230,163,2
4688,1451,230,163,2
4688,1403,230,163,2
4688,1268,230,163,2
4688,667,230,163,2
4688,2100,230,163,2
1892,285,26,10,3
1892,14,26,10,3
1892,1317,26,10,0
1892,300,26,10,3
1892,451,26,10,3
1892,1732,26,10,0
1892,292,26,10,3
1892,136,26,10,3
1892,1546,26,10,0
1993,285,26,10,3
1993,14,26,10,3
1993,1317,26,10,0
1993,300,26,10,3
1993,451,26,10,3
1993,1732,26,10,0
1993,292,26,10,3
1993,136,26,10,3
1993,1546,26,10,0
1934,285,26,10,3
1934,14,26,10,3
1934,1317,26,10,0
1934,300,26,10,3
1934,451,26,10,3
1934,1732,26,10,0
1934,292,26,10,3
1934,136,26,10,3
1934,1546,26,10,0
2098,285,26,10,3
2098,14,26,10,3
2098,1317,26,10,0
2098,300,26,10,3
2098,451,26,10,3
2098,1732,26,10,0
2098,292,26,10,3
2098,136,26,10,3
2098,1546,26,10,0
1916,285,26,10,3
1916,14,26,10,3
1916,1317,26,10,0
1916,300,26,10,3
1916,451,26,10,3
1916,1732,26,10,0
1916,292,26,10,3
1916,136,26,10,3
1916,1546,26,10,0
2049,285,26,10,3
2049,14,26,10,3
2049,1317,26,10,0
2049,300,26,10,3
2049,451,26,10,3
2049,1732,26,10,0
2049,292,26,10,3
2049,136,26,10,3
2049,1546,26,10,0
669,285,26,10,3
669,14,26,10,3
669,1317,26,10,0
669,300,26,10,3
669,451,26,10,3
669,1732,26,10,0
669,292,26,10,3
669,136,26,10,3
669,1546,26,10,0
748,285,26,10,3
748,14,26,10,3
748,1317,26,10,0
748,300,26,10,3
748,451,26,10,3
748,1732,26,10,0
748,292,26,10,3
748,136,26,10,3
748,1546,26,10,0
59,285,26,10,3
59,14,26,10,3
59,1317,26,10,0
59,300,26,10,3
59,451,26,10,3
59,1732,26,10,0
59,292,26,10,3
59,136,26,10,3
59,1546,26,10,0
79,285,26,10,3
79,14,26,10,3
79,1317,26,10,0
79,300,26,10,3
79,451,26,10,3
79,1732,26,10,0
79,292,26,10,3
79,136,26,10,3
79,1546,26,10,0
280,285,26,10,3
280,14,26,10,3
280,1317,26,10,0
280,300,26,10,3
280,451,26,10,3
280,1732,26,10,0
280,292,26,10,3
280,136,26,10,3
280,1546,26,10,0
348,285,26,10,3
348,14,26,10,3
348,1317,26,10,0
348,300,26,10,3
348,451,26,10,3
348,1732,26,10,0
348,292,26,10,3
348,136,26,10,3
348,1546,26,10,0
3073,285,26,10,3
3073,14,26,10,3
3073,1317,26,10,0
3073,300,26,10,3
3073,451,26,10,3
3073,1732,26,10,0
3073,292,26,10,3
3073,136,26,10,3
3073,1546,26,10,0
3268,285,26,10,3
3268,14,26,10,3
3268,1317,26,10,0
3268,300,26,10,3
3268,451,26,10,3
3268,1732,26,10,0
3268,292,26,10,3
3268,136,26,10,3
3268,1546,26,10,0
2657,285,26,10,3
2657,14,26,10,3
2657,1317,26,10,0
2657,300,26,10,3
2657,451,26,10,3
2657,1732,26,10,0
2657,292,26,10,3
2657,136,26,10,3
2657,1546,26,10,0
2912,285,26,10,3
2912,14,26,10,3
2912,1317,26,10,0
2912,300,26,10,3
2912,451,26,10,3
2912,1732,26,10,0
2912,292,26,10,3
2912,136,26,10,3
2912,1546,26,10,0
2854,285,26,10,3
2854,14,26,10,3
2854,1317,26,10,0
2854,300,26,10,3
2854,451,26,10,3
2854,1732,26,10,0
2854,292,26,10,3
2854,136,26,10,3
2854,1546,26,10,0
3093,285,26,10,3
3093,14,26,10,3
3093,1317,26,10,0
3093,300,26,10,3
3093,451,26,10,3
3093,1732,26,10,0
3093,292,26,10,3
3093,136,26,10,3
3093,1546,26,10,0
2144,443,52,22,3
2144,33,52,22,3
2144,1457,52,22,0
2144,592,52,22,3
2144,523,52,22,3
2144,1862,52,22,0
2144,513,52,22,3
2144,187,52,22,3
2144,1705,52,22,0
2280,443,52,22,3
2280,33,52,22,3
2280,1457,52,22,0
2280,592,52,22,3
2280,523,52,22,3
2280,1862,52,22,0
2280,513,52,22,3
2280,187,52,22,3
2280,1705,52,22,0
2313,443,52,22,3
2313,33,52,22,3
2313,1457,52,22,0
2313,592,52,22,3
2313,523,52,22,3
2313,1862,52,22,0
2313,513,52,22,3
2313,187,52,22,3
2313,1705,52,22,0
2408,443,52,22,3
2408,33,52,22,3
2408,1457,52,22,0
2408,592,52,22,3
2408,523,52,22,3
2408,1862,52,22,0
2408,513,52,22,3
2408,187,52,22,3
2408,1705,52,22,0
2219,443,52,22,3
2219,33,52,22,3
2219,1457,52,22,0
2219,592,52,22,3
2219,523,52,22,3
2219,1862,52,22,0
2219,513,52,22,3
2219,187,52,22,3
2219,1705,52,22,0
2359,443,52,22,3
2359,33,52,22,3
2359,1457,52,22,0
2359,592,52,22,3
2359,523,52,22,3
2359,1862,52,22,0
2359,513,52,22,3
2359,187,52,22,3
2359,1705,52,22,0
776,443,52,22,3
776,33,52,22,3
776,1457,52,22,0
776,592,52,22,3
776,523,52,22,3
776,1862,52,22,0
776,513,52,22,3
776,187,52,22,3
776,1705,52,22,0
843,443,52,22,3
843,33,52,22,3
843,1457,52,22,0
843,592,52,22,3
843,523,52,22,3
843,1862,52,22,0
843,513,52,22,3
843,187,52,22,3
843,1705,52,22,0
128,443,52,22,3
128,33,52,22,3
128,1457,52,22,0
128,592,52,22,3
128,523,52,22,3
128,1862,52,22,0
128,513,52,22,3
128,187,52,22,3
128,1705,52,22,0
159,443,52,22,3
159,33,52,22,3
159,1457,52,22,0
159,592,52,22,3
159,523,52,22,3
159,1862,52,22,0
159,513,52,22,3
159,187,52,22,3
159,1705,52,22,0
434,443,52,22,3
434,33,52,22,3
434,1457,52,22,0
434,592,52,22,3
434,523,52,22,3
434,1862,52,22,0
434,513,52,22,3
434,187,52,22,3
434,1705,52,22,0
484,443,52,22,3
484,33,52,22,3
484,1457,52,22,0
484,592,52,22,3
484,523,52,22,3
484,1862,52,22,0
484,513,52,22,3
484,187,52,22,3
484,1705,52,22,0
3471,443,52,22,3
3471,33,52,22,3
3471,1457,52,22,0
3471,592,52,22,3
3471,523,52,22,3
3471,1862,52,22,0
3471,513,52,22,3
3471,187,52,22,3
3471,1705,52,22,0
3655,443,52,22,3
3655,33,52,22,3
3655,1457,52,22,0
3655,592,52,22,3
3655,523,52,22,3
3655,1862,52,22,0
3655,513,52,22,3
3655,187,52,22,3
3655,1705,52,22,0
3242,443,52,22,3
3242,33,52,22,3
3242,1457,52,22,0
3242,592,52,22,3
3242,523,52,22,3
3242,1862,52,22,0
3242,513,52,22,3
3242,187,52,22,3
3242,1705,52,22,0
3364,443,52,22,3
3364,33,52,22,3
3364,1457,52,22,0
3364,592,52,22,3
3364,523,52,22,3
3364,1862,52,22,0
3364,513,52,22,3
3364,187,52,22,3
3364,1705,52,22,0
3359,443,52,22,3
3359,33,52,22,3
3359,1457,52,22,0
3359,592,52,22,3
3359,523,52,22,3
3359,1862,52,22,0
3359,513,52,22,3
3359,187,52,22,3
3359,1705,52,22,0
3511,443,52,22,3
3511,33,52,22,3
3511,1457,52,22,0
3511,592,52,22,3
3511,523,52,22,3
3511,1862,52,22,0
3511,513,52,22,3
3511,187,52,22,3
3511,1705,52,22,0
2390,580,76,66,3
2390,23,76,66,3
2390,1537,76,66,0
2390,833,76,66,3
2390,587,76,66,3
2390,1961,76,66,0
2390,711,76,66,3
2390,202,76,66,3
2390,1794,76,66,0
2515,580,76,66,3
2515,23,76,66,3
2515,1537,76,66,0
2515,833,76,66,3
2515,587,76,66,3
2515,1961,76,66,0
2515,711,76,66,3
2515,202,76,66,3
2515,1794,76,66,0
2444,580,76,66,3
2444,23,76,66,3
2444,1537,76,66,0
2444,833,76,66,3
2444,587,76,66,3
2444,1961,76,66,0
2444,711,76,66,3
2444,202,76,66,3
2444,1794,76,66,0
2522,580,76,66,3
2522,23,76,66,3
2522,1537,76,66,0
2522,833,76,66,3
2522,587,76,66,3
2522,1961,76,66,0
2522,711,76,66,3
2522,202,76,66,3
2522,1794,76,66,0
2423,580,76,66,3
2423,23,76,66,3
2423,1537,76,66,0
2423,833,76,66,3
2423,587,76,66,3
2423,1961,76,66,0
2423,711,76,66,3
2423,202,76,66,3
2423,1794,76,66,0
2519,580,76,66,3
2519,23,76,66,3
2519,1537,76,66,0
2519,833,76,66,3
2519,587,76,66,3
2519,1961,76,66,0
2519,711,76,66,3
2519,202,76,66,3
2519,1794,76,66,0
882,580,76,66,3
882,23,76,66,3
882,1537,76,66,0
882,833,76,66,3
882,587,76,66,3
882,1961,76,66,0
882,711,76,66,3
882,202,76,66,3
882,1794,76,66,0
939,580,76,66,3
939,23,76,66,3
939,1537,76,66,0
939,833,76,66,3
939,587,76,66,3
939,1961,76,66,0
939,711,76,66,3
939,202,76,66,3
939,1794,76,66,0
214,580,76,66,3
214,23,76,66,3
214,1537,76,66,0
214,833,76,66,3
214,587,76,66,3
214,1961,76,66,0
214,711,76,66,3
214,202,76,66,3
214,1794,76,66,0
306,580,76,66,3
306,23,76,66,3
306,1537,76,66,0
306,833,76,66,3
306,587,76,66,3
306,1961,76,66,0
306,711,76,66,3
306,202,76,66,3
306,1794,76,66,0
562,580,76,66,3
562,23,76,66,3
562,1537,76,66,0
562,833,76,66,3
562,587,76,66,3
562,1961,76,66,0
562,711,76,66,3
562,202,76,66,3
562,1794,76,66,0
653,580,76,66,3
653,23,76,66,3
653,1537,76,66,0
653,833,76,66,3
653,587,76,66,3
653,1961,76,66,0
653,711,76,66,3
653,202,76,66,3
653,1794,76,66,0
3768,580,76,66,3
3768,23,76,66,3
3768,1537,76,66,0
3768,833,76,66,3
3768,587,76,66,3
3768,1961,76,66,0
3768,711,76,66,3
3768,202,76,66,3
3768,1794,76,66,0
3893,580,76,66,3
3893,23,76,66,3
3893,1537,76,66,0
3893,833,76,66,3
3893,587,76,66,3
3893,1961,76,66,0
3893,711,76,66,3
3893,202,76,66,3
3893,1794,76,66,0
3437,580,76,66,3
3437,23,76,66,3
3437,1537,76,66,0
3437,833,76,66,3
3437,587,76,66,3
3437,1961,76,66,0
3437,711,76,66,3
3437,202,76,66,3
3437,1794,76,66,0
3578,580,76,66,3
3578,23,76,66,3
3578,1537,76,66,0
3578,833,76,66,3
3578,587,76,66,3
3578,1961,76,66,0
3578,711,76,66,3
3578,202,76,66,3
3578,1794,76,66,0
3623,580,76,66,3
3623,23,76,66,3
3623,1537,76,66,0
3623,833,76,66,3
3623,587,76,66,3
3623,1961,76,66,0
3623,711,76,66,3
3623,202,76,66,3
3623,1794,76,66,0
3743,580,76,66,3
3743,23,76,66,3
3743,1537,76,66,0
3743,833,76,66,3
3743,587,76,66,3
3743,1961,76,66,0
3743,711,76,66,3
3743,202,76,66,3
3743,1794,76,66,0
2607,700,102,63,3
2607,99,102,63,3
2607,1711,102,63,0
2607,969,102,63,3
2607,800,102,63,3
2607,2053,102,63,0
2607,836,102,63,3
2607,431,102,63,3
2607,1906,102,63,0
2823,700,102,63,3
2823,99,102,63,3
2823,1711,102,63,0
2823,969,102,63,3
2823,800,102,63,3
2823,2053,102,63,0
2823,836,102,63,3
2823,431,102,63,3
2823,1906,102,63,0
2677,700,102,63,3
2677,99,102,63,3
2677,1711,102,63,0
2677,969,102,63,3
2677,800,102,63,3
2677,2053,102,63,0
2677,836,102,63,3
2677,431,102,63,3
2677,1906,102,63,0
2781,700,102,63,3
2781,99,102,63,3
2781,1711,102,63,0
2781,969,102,63,3
2781,800,102,63,3
2781,2053,102,63,0
2781,836,102,63,3
2781,431,102,63,3
2781,1906,102,63,0
2643,700,102,63,3
2643,99,102,63,3
2643,1711,102,63,0
2643,969,102,63,3
2643,800,102,63,3
2643,2053,102,63,0
2643,836,102,63,3
2643,431,102,63,3
2643,1906,102,63,0
2801,700,102,63,3
2801,99,102,63,3
2801,1711,102,63,0
2801,969,102,63,3
2801,800,102,63,3
2801,2053,102,63,0
2801,836,102,63,3
2801,431,102,63,3
2801,1906,102,63,0
984,700,102,63,3
984,99,102,63,3
984,1711,102,63,0
984,969,102,63,3
984,800,102,63,3
984,2053,102,63,0
984,836,102,63,3
984,431,102,63,3
984,1906,102,63,0
994,700,102,63,3
994,99,102,63,3
994,1711,102,63,0
994,969,102,63,3
994,800,102,63,3
994,2053,102,63,0
994,836,102,63,3
994,431,102,63,3
994,1906,102,63,0
359,700,102,63,3
359,99,102,63,3
359,1711,102,63,0
359,969,102,63,3
359,800,102,63,3
359,2053,102,63,0
359,836,102,63,3
359,431,102,63,3
359,1906,102,63,0
473,700,102,63,3
473,99,102,63,3
473,1711,102,63,0
473,969,102,63,3
473,800,102,63,3
473,2053,102,63,0
473,836,102,63,3
473,431,102,63,3
473,1906,102,63,0
714,700,102,63,3
714,99,102,63,3
714,1711,102,63,0
714,969,102,63,3
714,800,102,63,3
714,2053,102,63,0
714,836,102,63,3
714,431,102,63,3
714,1906,102,63,0
769,700,102,63,3
769,99,102,63,3
769,1711,102,63,0
769,969,102,63,3
769,800,102,63,3
769,2053,102,63,0
769,836,102,63,3
769,431,102,63,3
769,1906,102,63,0
3951,700,102,63,3
3951,99,102,63,3
3951,1711,102,63,0
3951,969,102,63,3
3951,800,102,63,3
3951,2053,102,63,0
3951,836,102,63,3
3951,431,102,63,3
3951,1906,102,63,0
4081,700,102,63,3
4081,99,102,63,3
4081,1711,102,63,0
4081,969,102,63,3
4081,800,102,63,3
4081,2053,102,63,0
4081,836,102,63,3
4081,431,102,63,3
4081,1906,102,63,0
3724,700,102,63,3
3724,99,102,63,3
3724,1711,102,63,0
3724,969,102,63,3
3724,800,102,63,3
3724,2053,102,63,0
3724,836,102,63,3
3724,431,102,63,3
3724,1906,102,63,0
3858,700,102,63,3
3858,99,102,63,3
3858,1711,102,63,0
3858,969,102,63,3
3858,800,102,63,3
3858,2053,102,63,0
3858,836,102,63,3
3858,431,102,63,3
3858,1906,102,63,0
3861,700,102,63,3
3861,99,102,63,3
3861,1711,102,63,0
3861,969,102,63,3
3861,800,102,63,3
3861,2053,102,63,0
3861,836,102,63,3
3861,431,102,63,3
3861,1906,102,63,0
3981,700,102,63,3
3981,99,102,63,3
3981,1711,102,63,0
3981,969,102,63,3
3981,800,102,63,3
3981,2053,102,63,0
3981,836,102,63,3
3981,431,102,63,3
3981,1906,102,63,0
2941,753,130,79,3
2941,155,130,79,3
2941,1780,130,79,0
2941,1069,130,79,0
2941,974,130,79,3
2941,2122,130,79,0
2941,930,130,79,3
2941,569,130,79,3
2941,1981,130,79,0
3101,753,130,79,3
3101,155,130,79,3
3101,1780,130,79,0
3101,1069,130,79,0
3101,974,130,79,3
3101,2122,130,79,0
3101,930,130,79,3
3101,569,130,79,3
3101,1981,130,79,0
2858,753,130,79,3
2858,155,130,79,3
2858,1780,130,79,0
2858,1069,130,79,0
2858,974,130,79,3
2858,2122,130,79,0
2858,930,130,79,3
2858,569,130,79,3
2858,1981,130,79,0
3109,753,130,79,3
3109,155,130,79,3
3109,1780,130,79,0
3109,1069,130,79,0
3109,974,130,79,3
3109,2122,130,79,0
3109,930,130,79,3
3109,569,130,79,3
3109,1981,130,79,0
2899,753,130,79,3
2899,155,130,79,3
2899,1780,130,79,0
2899,1069,130,79,0
2899,974,130,79,3
2899,2122,130,79,0
2899,930,130,79,3
2899,569,130,79,3
2899,1981,130,79,0
3104,753,130,79,3
3104,155,130,79,3
3104,1780,130,79,0
3104,1069,130,79,0
3104,974,130,79,3
3104,2122,130,79,0
3104,930,130,79,3
3104,569,130,79,3
3104,1981,130,79,0
1115,753,130,79,3
1115,155,130,79,3
1115,1780,130,79,0
1115,1069,130,79,3
1115,974,130,79,3
1115,2122,130,79,0
1115,930,130,79,3
1115,569,130,79,3
1115,1981,130,79,0
1239,753,130,79,3
1239,155,130,79,3
1239,1780,130,79,0
1239,1069,130,79,3
1239,974,130,79,3
1239,2122,130,79,0
1239,930,130,79,3
1239,569,130,79,3
1239,1981,130,79,0
569,753,130,79,3
569,155,130,79,3
569,1780,130,79,0
569,1069,130,79,1
569,974,130,79,3
569,2122,130,79,0
569,930,130,79,3
569,569,130,79,3
569,1981,130,79,0
679,753,130,79,3
679,155,130,79,3
679,1780,130,79,0
679,1069,130,79,1
679,974,130,79,3
679,2122,130,79,0
679,930,130,79,3
679,569,130,79,3
679,1981,130,79,0
900,753,130,79,3
900,155,130,79,3
900,1780,130,79,0
900,1069,130,79,1
900,974,130,79,3
900,2122,130,79,0
900,930,130,79,3
900,569,130,79,3
900,1981,130,79,0
1031,753,130,79,3
1031,155,130,79,3
1031,1780,130,79,0
1031,1069,130,79,3
1031,974,130,79,3
1031,2122,130,79,0
1031,930,130,79,3
1031,569,130,79,3
1031,1981,130,79,0
4189,753,130,79,2
4189,155,130,79,3
4189,1780,130,79,2
4189,1069,130,79,2
4189,974,130,79,2
4189,2122,130,79,0
4189,930,130,79,2
4189,569,130,79,2
4189,1981,130,79,2
4338,753,130,79,2
4338,155,130,79,3
4338,1780,130,79,2
4338,1069,130,79,2
4338,974,130,79,2
4338,2122,130,79,2
4338,930,130,79,2
4338,569,130,79,2
4338,1981,130,79,2
3941,753,130,79,2
3941,155,130,79,3
3941,1780,130,79,0
3941,1069,130,79,2
3941,974,130,79,2
3941,2122,130,79,0
3941,930,130,79,2
3941,569,130,79,3
3941,1981,130,79,0
4108,753,130,79,2
4108,155,130,79,3
4108,1780,130,79,2
4108,1069,130,79,2
4108,974,130,79,2
4108,2122,130,79,0
4108,930,130,79,2
4108,569,130,79,2
4108,1981,130,79,0
4082,753,130,79,2
4082,155,130,79,3
4082,1780,130,79,2
4082,1069,130,79,2
4082,974,130,79,2
4082,2122,130,79,0
4082,930,130,79,2
4082,569,130,79,3
4082,1981,130,79,0
4234,753,130,79,2
4234,155,130,79,3
4234,1780,130,79,2
4234,1069,130,79,2
4234,974,130,79,2
4234,2122,130,79,0
4234,930,130,79,2
4234,569,130,79,2
4234,1981,130,79,2
3229,799,162,141,2
3229,211,162,141,2
3229,1820,162,141,2
3229,1189,162,141,2
3229,1178,162,141,2
3229,2185,162,141,2
3229,1011,162,141,2
3229,724,162,141,2
3229,2043,162,141,2
3253,799,162,141,2
3253,211,162,141,2
3253,1820,162,141,2
3253,1189,162,141,2
3253,1178,162,141,2
3253,2185,162,141,2
3253,1011,162,141,2
3253,724,162,141,2
3253,2043,162,141,2
3223,799,162,141,2
3223,211,162,141,2
3223,1820,162,141,2
3223,1189,162,141,2
3223,1178,162,141,2
3223,2185,162,141,2
3223,1011,162,141,2
3223,724,162,141,2
3223,2043,162,141,2
3248,799,162,141,2
3248,211,162,141,2
3248,1820,162,141,2
3248,1189,162,141,2
3248,1178,162,141,2
3248,2185,162,141,2
3248,1011,162,141,2
3248,724,162,141,2
3248,2043,162,141,2
3226,799,162,141,2
3226,211,162,141,2
3226,1820,162,141,2
3226,1189,162,141,2
3226,1178,162,141,2
3226,2185,162,141,2
3226,1011,162,141,2
3226,724,162,141,2
3226,2043,162,141,2
3252,799,162,141,2
3252,211,162,141,2
3252,1820,162,141,2
3252,1189,162,141,2
3252,1178,162,141,2
3252,2185,162,141,2
3252,1011,162,141,2
3252,724,162,141,2
3252,2043,162,141,2
1257,799,162,141,1
1257,211,162,141,1
1257,1820,162,141,1
1257,1189,162,141,1
1257,1178,162,141,1
1257,2185,162,141,1
1257,1011,162,141,1
1257,724,162,141,1
1257,2043,162,141,1
1263,799,162,141,1
1263,211,162,141,1
1263,1820,162,141,1
1263,1189,162,141,1
1263,1178,162,141,1
1263,2185,162,141,1
1263,1011,162,141,1
1263,724,162,141,1
1263,2043,162,141,1
771,799,162,141,1
771,211,162,141,1
771,1820,162,141,1
771,1189,162,141,1
771,1178,162,141,1
771,2185,162,141,1
771,1011,162,141,1
771,724,162,141,1
771,2043,162,141,1
772,799,162,141,1
772,211,162,141,1
772,1820,162,141,1
772,1189,162,141,1
772,1178,162,141,1
772,2185,162,141,1
772,1011,162,141,1
772,724,162,141,1
772,2043,162,141,1
1074,799,162,141,1
1074,211,162,141,1
1074,1820,162,141,1
1074,1189,162,141,1
1074,1178,162,141,1
1074,2185,162,141,1
1074,1011,162,141,1
1074,724,162,141,1
1074,2043,162,141,1
1084,799,162,141,1
1084,211,162,141,1
1084,1820,162,141,1
1084,1189,162,141,1
1084,1178,162,141,1
1084,2185,162,141,1
1084,1011,162,141,1
1084,724,162,141,1
1084,2043,162,141,1
4398,799,162,141,2
4398,211,162,141,2
4398,1820,162,141,2
4398,1189,162,141,2
4398,1178,162,141,2
4398,2185,162,141,2
4398,1011,162,141,2
4398,724,162,141,2
4398,2043,162,141,2
4406,799,162,141,2
4406,211,162,141,2
4406,1820,162,141,2
4406,1189,162,141,2
4406,1178,162,141,2
4406,2185,162,141,2
4406,1011,162,141,2
4406,724,162,141,2
4406,2043,162,141,2
4197,799,162,141,2
4197,211,162,141,2
4197,1820,162,141,2
4197,1189,162,141,2
4197,1178,162,141,2
4197,2185,162,141,2
4197,1011,162,141,2
4197,724,162,141,2
4197,2043,162,141,2
4215,799,162,141,2
4215,211,162,141,2
4215,1820,162,141,2
4215,1189,162,141,2
4215,1178,162,141,2
4215,2185,162,141,2
4215,1011,162,141,2
4215,724,162,141,2
4215,2043,162,141,2
4311,799,162,141,2
4311,211,162,141,2
4311,1820,162,141,2
4311,1189,162,141,2
4311,1178,162,141,2
4311,2185,162,141,2
4311,1011,162,141,2
4311,724,162,141,2
4311,2043,162,141,2
4328,799,162,141,2
4328,211,162,141,2
4328,1820,162,141,2
4328,1189,162,141,2
4328,1178,162,141,2
4328,2185,162,141,2
4328,1011,162,141,2
4328,724,162,141,2
4328,2043,162,141,2
3463,946,162,120,2
3463,192,162,120,2
3463,1855,162,120,2
3463,1143,162,120,2
3463,1226,162,120,2
3463,2188,162,120,2
3463,1047,162,120,2
3463,761,162,120,2
3463,2066,162,120,2
3596,946,162,120,2
3596,192,162,120,2
3596,1855,162,120,2
3596,1143,162,120,2
3596,1226,162,120,2
3596,2188,162,120,2
3596,1047,162,120,2
3596,761,162,120,2
3596,2066,162,120,2
3399,946,162,120,2
3399,192,162,120,2
3399,1855,162,120,2
3399,1143,162,120,2
3399,1226,162,120,2
3399,2188,162,120,2
3399,1047,162,120,2
3399,761,162,120,2
3399,2066,162,120,2
3490,946,162,120,2
3490,192,162,120,2
3490,1855,162,120,2
3490,1143,162,120,2
3490,1226,162,120,2
3490,2188,162,120,2
3490,1047,162,120,2
3490,761,162,120,2
3490,2066,162,120,2
3430,946,162,120,2
3430,192,162,120,2
3430,1855,162,120,2
3430,1143,162,120,2
3430,1226,162,120,2
3430,2188,162,120,2
3430,1047,162,120,2
3430,761,162,120,2
3430,2066,162,120,2
3547,946,162,120,2
3547,192,162,120,2
3547,1855,162,120,2
3547,1143,162,120,2
3547,1226,162,120,2
3547,2188,162,120,2
3547,1047,162,120,2
3547,761,162,120,2
3547,2066,162,120,2
1292,946,162,120,1
1292,192,162,120,3
1292,1855,162,120,1
1292,1143,162,120,1
1292,1226,162,120,1
1292,2188,162,120,1
1292,1047,162,120,1
1292,761,162,120,1
1292,2066,162,120,1
1311,946,162,120,1
1311,192,162,120,3
1311,1855,162,120,1
1311,1143,162,120,1
1311,1226,162,120,1
1311,2188,162,120,1
1311,1047,162,120,1
1311,761,162,120,1
1311,2066,162,120,1
859,946,162,120,1
859,192,162,120,3
859,1855,162,120,1
859,1143,162,120,1
859,1226,162,120,1
859,2188,162,120,1
859,1047,162,120,1
859,761,162,120,1
859,2066,162,120,1
886,946,162,120,1
886,192,162,120,3
886,1855,162,120,1
886,1143,162,120,1
886,1226,162,120,1
886,2188,162,120,1
886,1047,162,120,1
886,761,162,120,1
886,2066,162,120,1
1130,946,162,120,1
1130,192,162,120,3
1130,1855,162,120,1
1130,1143,162,120,1
1130,1226,162,120,1
1130,2188,162,120,1
1130,1047,162,120,1
1130,761,162,120,1
1130,2066,162,120,1
1163,946,162,120,1
1163,192,162,120,3
1163,1855,162,120,1
1163,1143,162,120,1
1163,1226,162,120,1
1163,2188,162,120,1
1163,1047,162,120,1
1163,761,162,120,1
1163,2066,162,120,1
4497,946,162,120,2
4497,192,162,120,2
4497,1855,162,120,2
4497,1143,162,120,2
4497,1226,162,120,2
4497,2188,162,120,2
4497,1047,162,120,2
4497,761,162,120,2
4497,2066,162,120,2
4549,946,162,120,2
4549,192,162,120,2
4549,1855,162,120,2
4549,1143,162,120,2
4549,1226,162,120,2
4549,2188,162,120,2
4549,1047,162,120,2
4549,761,162,120,2
4549,2066,162,120,2
4326,946,162,120,2
4326,192,162,120,2
4326,1855,162,120,2
4326,1143,162,120,2
4326,1226,162,120,2
4326,2188,162,120,2
4326,1047,162,120,2
4326,761,162,120,2
4326,2066,162,120,2
4376,946,162,120,2
4376,192,162,120,2
4376,1855,162,120,2
4376,1143,162,120,2
4376,1226,162,120,2
4376,2188,162,120,2
4376,1047,162,120,2
4376,761,162,120,2
4376,2066,162,120,2
4430,946,162,120,2
4430,192,162,120,2
4430,1855,162,120,2
4430,1143,162,120,2
4430,1226,162,120,2
4430,2188,162,120,2
4430,1047,162,120,2
4430,761,162,120,2
4430,2066,162,120,2
4477,946,162,120,2
4477,192,162,120,2
4477,1855,162,120,2
4477,1143,162,120,2
4477,1226,162,120,2
4477,2188,162,120,2
4477,1047,162,120,2
4477,761,162,120,2
4477,2066,162,120,2
3825,1146,168,113,2
3825,255,168,113,2
3825,1947,168,113,2
3825,1340,168,113,2
3825,1270,168,113,2
3825,1248,168,113,2
3825,832,168,113,2
3825,2134,168,113,2
4034,1146,168,113,2
4034,255,168,113,2
4034,1947,168,113,2
4034,1340,168,113,2
4034,1270,168,113,2
4034,1248,168,113,2
4034,832,168,113,2
4034,2134,168,113,2
3668,1146,168,113,2
3668,255,168,113,2
3668,1947,168,113,2
3668,1340,168,113,2
3668,1270,168,113,2
3668,1248,168,113,2
3668,832,168,113,2
3668,2134,168,113,2
3881,1146,168,113,2
3881,255,168,113,2
3881,1947,168,113,2
3881,1340,168,113,2
3881,1270,168,113,2
3881,1248,168,113,2
3881,832,168,113,2
3881,2134,168,113,2
3745,1146,168,113,2
3745,255,168,113,2
3745,1947,168,113,2
3745,1340,168,113,2
3745,1270,168,113,2
3745,1248,168,113,2
3745,832,168,113,2
3745,2134,168,113,2
3956,1146,168,113,2
3956,255,168,113,2
3956,1947,168,113,2
3956,1340,168,113,2
3956,1270,168,113,2
3956,1248,168,113,2
3956,832,168,113,2
3956,2134,168,113,2
1350,1146,168,113,1
1350,255,168,113,3
1350,1947,168,113,1
1350,1340,168,113,1
1350,1270,168,113,1
1350,1248,168,113,1
1350,832,168,113,1
1350,2134,168,113,1
1388,1146,168,113,1
1388,255,168,113,3
1388,1947,168,113,1
1388,1340,168,113,1
1388,1270,168,113,1
1388,1248,168,113,1
1388,832,168,113,1
1388,2134,168,113,1
969,1146,168,113,1
969,255,168,113,3
969,1947,168,113,1
969,1340,168,113,1
969,1270,168,113,1
969,1248,168,113,1
969,832,168,113,1
969,2134,168,113,1
1067,1146,168,113,1
1067,255,168,113,3
1067,1947,168,113,1
1067,1340,168,113,1
